conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
1615,GPT2-small,beam search,"A: My favorite color is forest green! I feel like it compliments my skin well. I feel like there has to be some cool facts to know about it, though. <br>B: Yes its one of the primary colors in the RGB color model, often used on television and computer screens. <br>A: My girlfriend always teases me about green being my favorite color.. Do me a favor, tell me the best fact you know about green, or the coolest instance of green in nature, etc. Just something to show her it's a good color to choose as your favorite. <br>B: You should know that in the Middle Ages and Renaissance, green was associated with merchants and bankers! I bet your girlfriend might be impressed by that! <br>A: Yeah.. that's kind of cool, actually. Merchants and bankers, they're good peeps. Well, what else might she not know? I don't want some common knowledge, I want the good stuff! <br>",Green It also has a long historical tradition as the color of Ireland and of Gaelic culture.,Green is also a very popular color for Irish and Gaelic people!,0.5,No,y
397,GPT2-medium,beam search,"A: I've read a lot of fairy tales in my life, usually ones with dragons and unicorns.  Have you read many fairy tales? <br>B: Oh yes fairy tales were a staple growing up.  My favorites were Cinderella and Rapunzel. <br>A: Have you ever seen the movie Into the Woods?  It takes a lot from the Rapunzel and Cinderella stories, and is a pretty good musical. <br>B: I have not seen it but I do enjoy musicals.  Wicked is one of my favorites, based on the Wizard of Oz. <br>A: I loved Wicked!  It's one of my favorite musicals too.  I also went and read the Gregory Maguire book it was based on, have you read that? <br>B: I have read all of the Gregory Maguire books and the entire Wicked collection.  He really puts a creative spin on the classic fairy tales we were told as children. <br>","Land of Oz The fictional Land of Oz is a magical country first introduced in the classic children's novel ""The Wonderful Wizard of Oz"" (1900).","That's awesome!  I've always wanted to visit the land of Oz, the magical country in the book.",0.666666667,No,y
700,GPT2-medium,nucleus,"A: Hey there, are you a minecraft fan? <br>B: Minecraft is a video game designed by Swedish game designer named Markus Perrson that was later improved on by Mojang. It's super fun! <br>A: My nephew loves the game but I must admit that half the time I have no idea what he is doing. <br>B: Yeah my nephew loves it too. He spends half the day playing it. The part about building stuff allows players to build with cubes in a 3d environment. <br>A: Nice. I guess I'm not sure what the point of it is. Maybe that's why it's just a game. <br>","Minecraft Multiple gameplay modes are available, including a survival mode where the player must acquire resources to build the world and maintain health, a creative mode where players have unlimited resources to build with and the ability to fly, an adventure mode where players can play custom maps created by other players, and a spectator mode where players can freely move throughout a world without being affected by gravity or collisions.",Yeah. There are so many different modes. You can play as a survival or creative player and build stuff!,0.666666667,No,y
960,GPT2-large,nucleus,"A: I like Vietnamese cuisine, particularly Pho and Banh Mi which are popular in America. What about you? <br>B: I like it as well, vietamese cusine ecompasses the foods and beverages of vietnam <br>A: What are some other examples of vietnamese cuisine? <br>B: Another example or fact is that each dish has a distincitve flavor which reflects one or more elements <br>A: Cool, do you know what other cuisines influenced Vietnamese cuisine? <br>","Vietnamese cuisine Common ingredients include fish sauce, shrimp paste, soy sauce, rice, fresh herbs, fruit and vegetables.","In fact   ingredients include fish sauce, shrimp paste, soy sauce, rice, fresh herbs, fruit and vegetables.",1.0,No,y
412,GPT2-small,DBS,"A: I play a lot of video games, especially Overwatch. It is a first-person shooter video game. <br>B: i have heard about Overwatch but never played it . <br>A: It is released by Blizzard Entertainment. <br>B: good ol' Blizzard, they do come out with good games <br>A: They started on February 8,1991 using the name Silicon and Synapse. <br>B: do you know what was their first game? <br>","Blizzard Entertainment The company originally concentrated on the creation of game ports for other studios before beginning development of their own software in 1993 with games like ""Rock n' Roll Racing"" and ""The Lost Vikings"".",Their first game was Rock n Roll Racing.,0.666666667,Yes,y
1810,GPT2-large,beam search,A: The Insane Clown Posse is so insane. Who are these guys? <br>B: Funny you ask! My daughter introduced me to them last week. They are an American hip hop duo. One is named Violent J and the other Shaggy 2 Dope. I was speechless after listening to them! <br>A: Haha. I came across the Insane Clown Posse on the internet and they are so fascinatingly weird. What else do you know about them? <br>B: They were founded in 1989 in Detroit and their hip hop style is known as horrorcore and they love to give a good show! <br>A: Wow Insane Clown Posse has been around for that long? It is hard to stay that relevant in music these days. <br>,Insane Clown Posse The duo has earned two platinum and five gold albums.,They have earned 2 platinum albums and 5 gold albums!,1.0,No,y
857,GPT2-small,beam search,"A: I love to swim its a great form of exercise or even just recreation <br>B: I actually never learned to swim! <br>A: Humans can actually hold their breath underwater and swim with basic moves within weeks of birth <br>B: I didn't know that! So, theoretically, babies can swim? <br>A: yep it's just born response that we lose if not practiced I guess.  Swimming is actually among the top public  activities <br>B: I didn't know that either! It's not surprising though, so many people love the beach and pool. <br>","Swimming On average, the body has a relative density of 0.98 compared to water, which causes the body to float.",That's true.  On average swimming has a density of 1.98.  That's a lot of water,0.333333333,No,y
1123,GPT2-small,beam search,"A: I love history, I wish I knew more about Genghis Khan, he seems very interesting. <br>B: Yes it is. Do you know much about  the Great Khan and founder of the Mongol Empire, which became the largest contiguous empire in history after his death. <br>A: How did he started his empire ? <br>B: Very interesting, his strategy was by uniting all the  nomadic tribes of  Northeast Asia <br>A: Did he ever attacked China ? <br>","Genghis Khan After founding the Empire and being proclaimed ""Genghis Khan"", he launched the Mongol invasions that conquered most of Eurasia.","Yes he did.  He founded the empire and was proclaimed ""genghis""",1.0,No,y
1074,GPT2-small,beam search,"A: Hi there! I'm an accountant - what do you do? <br>B: I'm an engineer, but I know some about accounting myself, like how modern accounting was established in 1494. <br>A: Yes, an old and noble profession, haha! What kind of engineering do you do? <br>B: I'm into computer engineering, so anything hardware and software related really. Also I know that ""accounting"" and ""financial reporting"" are used as synonyms, but are they any different? <br>A: Not really, although it depends who you ask sometimes. <br>","Accounting Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","I know that accounting is divided into a number of different fields, like accounting and management accounting.",0.833333333,No,y
1260,GPT2-large,DBS,"A: I have a hard time being motivated and focused some times. <br>B: It's an important skill to have. It is the reason we have desires, needs, and actions. <br>A: Yeah that makes sense. Do you know of any stragies to help me focus? <br>B: I have a few things that help me, and the biggest way is positive thinking. It helps me act in a certain way, or at least want to do that thing. <br>A: That's true and makes a lot of sense. <br>","Motivation Motivation theories can be classified on a number of bases:  Motivation as a desire to perform an action is usually defined as having two parts, directional such as directed towards a positive stimulus or away from a negative one, as well as the activated ""seeking phase"" and consummatory ""liking phase"".","There are many different theories that can be used to help you with motivation. There are directed towards positive stimuli, and ones that are directed away from negative ones.",1.0,No,y
