conv_index,dial_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
792,8,GPT2-small,beam search,"A: My brother is into entomology. Do you know much about it? <br>B: I know that it is the study of insects, which is a branch of zoology.  Did he go to college for it, or is it just a pasttime for him? <br>A: It is just a pastime for him, but he also has considered taking classes for it so he can go into it professionally. <br>B: There are 1.3 million species of insects, so there is a lot for him to study if he chooses to. <br>A: I had no idea there were so many <br>","However, many scientists theorize that other factors may also be responsible for the increasing rates in post-industrial countries.","Yes, there are a lot of factors that can contribute to the increase in the rates of insecticide use in the past.",,,n
98,1,GPT2-large,beam search,"A: Hi! I really love fried chicken. <br>B: I do too! It's especially best in the south, since they're the ones that made the dish itself. <br>A: I agree. I must say though I don't like to cook it myself because it makes a big mess. <br>B: Yeah I agree, even though its delicious the breading and frying it adds a crisp coating but makes quite the mess of grease splatter. <br>A: I would love to find a recipe to bake the chicken so it still is as good as fried. Have you ever heard of a good recipe for that? <br>","The Birds continued to serve real custard to dinner guests, until one evening when the egg-free custard was served instead, either by accident or design.",I haven't heard of any good recipes but I'd love to try it. I'd also like to try the custard.,,,n
1605,1,GPT2-large,DBS,"A: Hello. I'm involved in an on-again, off-again relationship, and I don't think my girlfriend understands. <br>B: Do you think the inabity to keep the relationship going is due to factors insided the relationship or some external factor beyond your control? <br>A: I'm not sure. What do you think is usually the case in relationships like this? <br>B: Could be ither, really because reasons why relationships like yours for can be complex. <br>A: Indeed, that's true. What steps do you think we can take to improve the relationship? <br>","Peplau believed that the relationship depended on the interaction of the thoughts, feelings, and actions of each person and that the patient will experience better health when all their specific needs are fully considered in the relationship.","Well, the relationship depends on the interactions of your thoughts and feelings.",,,n
394,1,GPT2-xlarge,nucleus,"A: I absolutely love beef, it's probably one of my favorite foods! What's your favorite food to make with beef? <br>B: I don't  make it, but I love to eat it: Kobe Beef! Fancy Japanese style. Have you had it? <br>A: Yes, Kobe Beef is awesome, the taste is so invigorating! <br>B: It is! It comes from a specific breed of Wagyu cattle that is bred in Japan. Most Kobe in the United States is actually mislabeled. <br>A: Kobe beef <br>","Kobe beef is also called , or in Japanese.","It's really good too! It is also called, or in Japanese.",,,n
1236,1,GPT2-xlarge,beam search,"A: I started a blog on the World Wide Web to inform people of my life and day to day activities. It's something like a diary. <br>B: Really? That's pretty interesting. I've never had a diary or a blog. What do you like to write about? <br>A: Blogs usually cover a single subject, but mine covers a variety of topics like food and travel experiences. <br>B: Fun! Do you write in it every day? It is about health food or just cooking or nutrition? <br>A: Yes, it sometimes gets exhausting, so i'm thinking about starting a multi-author blog. That is where the content is written by multiple authors. It's mainly reviews of food I have tried. <br>B: Yes that sounds like a good idea. So you can get some help with it. Do you get paid for your blog? Like with sponsors and stuff? <br>","When asked about the origin of band's name, Rekti explained, ""I was on the internet, with nothing to do, so I just had this silly thought about searching my name on Google.","I don't think so. I just do it for fun. The name of my blog is ""Rekti"" and it was created by me.",,,n
1448,1,GPT2-medium,beam search,"A: i love hot dogs <br>B: Me to fresh off the grill with onions, ketchup and mustard it is delicious how do you like yours? <br>A: the same <br>B: I still like hot dogs even though hot dogs are made from caribou meat in Alaska. <br>A: there's all beef hotdogs <br>","The roast beef sandwich also commonly comprises bread, cold roast beef (either the leftovers from a homemade dinner or deli meat), lettuce, tomatoes, and mustard, although it would not be uncommon to find cheese, horseradish, fresh/powdered chili pepper and even in some cases red onion.",I love a good roast beef hotdog.,,,n
614,2,GPT2-small,beam search,"A: I am in a marching band <br>B: That's awesome, I'd like to be enlightened more about what a marching band is <br>A: Well, essentially, a marching band is a group of musicians play instruments for entertainment (usually marching). It gets the crows wild <br>B: Did the style have anything to do with military or christianity? <br>A: Yes! They come from a military background and most marching bands wear uniforms with their school or organization's colors/symbols. Representatives, you could say <br>B: Awesome, when did marching bands start? <br>","Despite the long history of numerological ideas, the word ""numerology"" is not recorded in English before c.1907.","I'm not sure, but I do know that the word numerology was not recorded until c1907!",,,n
189,1,GPT2-medium,DBS,"A: Skunks are mmmals that are categorized in the Mephitidae family. <br>B: Ew, I'm not a fan of skunks! Why are those beasts so smelly and nasty? <br>A: THey are known to spray a stinky liquid that has a stinky smell. <br>B: Right! It is absolutely disgusting! Do you know why it smells so bad? There's no other animal that does that! <br>A: The skunk is historically used as an insult started 1841. <br>B: Dang, even people back in the olden days had to put up with skunks. Do you know where they typically live at? <br>",Skunk cabbage is attested from 1751; earlier skunkweed (1738).,Skunks have been around since 1751!,,,n
397,3,GPT2-small,nucleus,"A: I've read a lot of fairy tales in my life, usually ones with dragons and unicorns.  Have you read many fairy tales? <br>B: Oh yes fairy tales were a staple growing up.  My favorites were Cinderella and Rapunzel. <br>A: Have you ever seen the movie Into the Woods?  It takes a lot from the Rapunzel and Cinderella stories, and is a pretty good musical. <br>B: I have not seen it but I do enjoy musicals.  Wicked is one of my favorites, based on the Wizard of Oz. <br>A: I loved Wicked!  It's one of my favorite musicals too.  I also went and read the Gregory Maguire book it was based on, have you read that? <br>B: I have read all of the Gregory Maguire books and the entire Wicked collection.  He really puts a creative spin on the classic fairy tales we were told as children. <br>","In the first book, he never spoke, although other animals, native to Oz, did.",That's so good.  It's so good that he never spoke!  I wish I could see that.,,,n
490,1,GPT2-xlarge,beam search,"A: Hello, do you like puzzles? I enjoy crossword puzzles! <br>B: Yes I do. But I never seem to be able to think of all the words. <br>A: Well, you should try the cryptic crosswords. Each word is it's own puzzle. SO FUN! <br>B: Wow tell me more about this puzzle. Sounds interesting! <br>A: What's awesome about cryptic crosswords is they are usually called ""setters"" in the UK. <br>B: Oh I have to know why. I would like to know how to do this puzzle. <br>","Often a list of the hidden words is provided, but more challenging puzzles may let the player figure them out.",You have to figure out what the hidden word is.,,,n
83,1,GPT2-medium,DBS,"A: I love Taco's! a Taco bell recently opened up near us and i cant get enough of it <br>B: tacos are a traditional mexican dish composed of corn or flour tortillas, which taco bell sells a lot of <br>A: I didnt know that! Do you know when taco's started being made? <br>B: It is not exactly known as the origins are generally theroetical that it dirived from mexico <br>A: Oh, that makes sense. Is there other ways to make tacos? <br>","Additional ingredients sometimes used include potatoes, salt pork, fish, seafood and chicken.",some people use additional ingredients such as potatoes and salt pork,,,n
749,1,GPT2-xlarge,beam search,A: I love spicy foods that kick is what makes the food great. <br>B: I agree. I love the way spices make my food taste. <br>A: What is your favorite spice to put in your foods? <br>B: Curry! Found in many Indian dishes. It comes from the curry leaves. <br>A: I love curry shrimp so good I love habaneros  its a dry chili pepper super hot but good on wings lol. <br>,"English muffins are also used as the bread in a variety of breakfast sandwiches, and are an essential ingredient in Eggs Benedict and most of its variations.",My favorite breakfast sandwich is English muffins.,,,n
