conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
364,GPT2-small,nucleus,A: I love drinking protein powder.<br>B: I only take herbal supplements to increase my strength and stamina.<br>A: I have never taken herbal supplements. What kind do you take?<br>B: Anything that is plant based that I can substitute into my diet.<br>A: I do like a plant based diet.<br>,"Plant-based diet As of 1999, it was estimated that ""4 billion people live primarily on a plant-based diet"", and that ""shortage of cropland, freshwater, and energy resources requires that most of the 4 billion people live primarily on a plant-based diet"".",Well it is estimated that 4 billion people live on a plant based diet.,1.0,No,y
365,GPT2-small,nucleus,"A: I like reading the Harry Potter books, even though they're so long they're enjoyable to read.<br>B: Harry Potter is a series of fantasy novels I'm also a big harry potter fan!<br>A: What's your favorite book? I like the Goblet of Fire<br>B: The Goblet of Fire is the fourth novel in the series, my favorite is the Prisoner of Azkaban.<br>A: Can you tell me more about the Prisoner of Azkaban? I'm a bit rusty on that one.<br>","Harry Potter and the Prisoner of Azkaban Harry Potter and the Prisoner of Azkaban is a fantasy novel written by British author J. K. Rowling and the third novel in the ""Harry Potter"" series.",It's a fantasy novel written by British author J. K. Rowling,1.0,No,y
366,GPT2-small,nucleus,"A: I love to watch American football, though we just call it football here.  What about you?<br>B: We just call it football here too. I'm not a huge sports fan, but I will watch the Super Bowl once in a while.<br>A: The Super Bowl is great and a lot of people watch it for the commercials.  It is quite a phenomenon now they are called Super Bowl ads.<br>B: That's my favorite part of watching the Super Bowl actually. That, and the food.<br>A: Yeah in 2015 Nielsen estimated 114.4 million viewers watched it just in the United States and thats not including the rest of the world!<br>B: That is an insane amount of people! I didn't realize how popular football really is!<br>","List of most watched television broadcasts On 20 July 1969, an estimated 530 million people watched the live global broadcast of the first ever humans walk on the surface of the moon (this constituted around 14% of total population of the world at the time), despite the fact that the first moonwalk took place in the middle of the night in Europe (at 02:56 in Ireland, Portugal and the United Kingdom and 03:56 in France, Germany, Italy, the Netherlands and Spain) and it was not broadcast in the Eastern Bloc except Socialist Republic of Romania and Polish People's Republic.","I never realized it was even around then!  I think it is in the US now too.  I saw a lot of commercials, and it was very popular!",0.0,No,n
367,GPT2-small,nucleus,"A: how long have you been designing games?<br>B: I personally haven't designed any games but have taken classes about games, I like it because there are rules and roles that everyone has to adhere to and it gives you any kind of element you want to work with. <br>A: where were your classes taken?<br>B: I took classes in high school before getting my diploma.<br>A: does the process involve drawing?<br>","Academic degree The most common undergraduate degree is the bachelor's degree, although in some countries lower qualifications are titled degrees (e.g.","No, I'm not sure, but I've always wanted to get my degree.",0.0,No,n
368,GPT2-small,nucleus,"A: I really like Harry Potter books, I have read them all.<br>B: I do love the British author J. K. Rowling. Have you read her other stuff?<br>A: I have not. She is such a great writer though so I am sure it is all great. <br>B: I'm actually a fan of her poetry more then her Harry potter books even if  they did sell more then 400 Million copies.<br>A: I didn't know J.K. Rowling wrote poetry. That is very interesting. <br>","J. K. Rowling Born in Yate, Gloucestershire, England, Rowling was working as a researcher and bilingual secretary for Amnesty International when she conceived the idea for the ""Harry Potter"" series while on a delayed train from Manchester to London in 1990.","She was born in Yate, Gloucestershire, England and is a linguist and translator.",0.5,Yes,y
369,GPT2-small,nucleus,"A: do you like bowling? it is a sport where you roll a ball towards pins<br>B: Yes I do like bowling, I a awful at it though. Can you give me some tips? <br>A: if you get three strikes in a row, it is called a turkey<br>B: Is it really?? Wow that is a funny name for 3 strikes in a row! \<br>A: yeah, and less known, a bagger is what you call four consecutive strikes<br>B: Wow, I have never heard of that either. You know some really great facts about bowling<br>","Bowling The term ""hambone"" has also been used to describe four consecutive strikes.","The term ""hambone"" has also been used to describe four consecutive strikes",1.0,No,y
370,GPT2-small,nucleus,"A: I recently took up archery and I think I love it. Do you know anything about Archery?<br>B: Archery is a sport/skill of using a bow to propel arrows.<br>A: And a great sport it is. Do you know where archery originated from?<br>B: It's a very old one, practiced for at least 10,000 years used for military or hunting in many cultures.<br>A: Wow, thats amazing. Its been around for a long time. Do you know which culture invented it?<br>","History of archery Based on indirect evidence, the bow seems to have been invented near the transition from the Upper Paleolithic to the Mesolithic, some 10,000 years ago.","It's very old, it's based on direct evidence.",0.5,No,n
371,GPT2-small,nucleus,"A: I like bowling as a leisure activity.<br>B: Me too. I play in a recreational league with my friends.<br>A: That's really cool. I know some people play it as a sport as well, I personally like it just in my free time.<br>B: I'm not good enough to play competitively. I also play with my kids. They need the bumpers.<br>A: Yeah it's fun for a quality time with family or friends. What happiness is it when you manage to knock over all the pins!<br>B: I once got 4 strikes in a row. I was so excited. Usually I don't get that many.<br>",Ten-pin bowling The objective is to score the highest pinfall by knocking down as many pins as possible.,You should try it. It's fun to score the highest pinfall by knocking down as many pins as possible.,1.0,No,y
372,GPT2-small,nucleus,"A: Elvis Presley was an American singer, musician, and actor.<br>B: I knew he was a singer, but I never knew he was an actor!<br>A: Yea with a series of successful tv appearances and chart-topping records, he became the leading figure of rock and roll.<br>B: Wow, I really didn't know that about him. What else do you know about Elvis then?<br>A: He was born in Tupelo, Mississippi but then moved to Memphis, Tennessee with his family when he was only 13 years old.<br>B: I never would've guessed that he was born in Mississippi. Is that where he got the inspiration for his music?<br>","Elvis Presley His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.",He started out in the studio at Sun Records in 1954.,0.67,No,y
373,GPT2-small,nucleus,"A: I ride a bike.<br>B: Do you ride for transportation, recreation or sport?<br>A: I ride for transportation.<br>B: People who cycle are called ""bikers"" or"" cyclists""<br>A: Cycling<br>","Cycling Apart from two-wheeled bicycles, ""cycling"" also includes the riding of unicycles, tricycles, quadracycles, recumbent and similar human-powered vehicles (HPVs).","Yes, bicycle also includes riding of unicycles, tricycles, quadracycles, etc",0.5,No,y
